"","Leader","TeamNumber","ID","Mach_1","Mach_2","Mach_3","Mach_4","Mach_5","Mach_6","Mach_7","Mach_8","Mach_9","Mach_10","Mach_11","Mach_12","Mach_13","Mach_14","Mach_15","Mach_16","Mach_17","Mach_18","Mach_19","Mach_20","TeamPerformance_1","TeamPerformance_2","TeamPerformance_3","TeamPerformance_4","TeamInnovation_1","TeamInnovation_2","TeamInnovation_3","TeamInnovation_4","Psycho1","Psycho2","Psycho3","Psycho4","Narc1","Narc2","Narc3","Narc4","Progroup_unethical_1","Progroup_unethical_2","Progroup_unethical_3","Progroup_unethical_4","Progroup_unethical_5","Big5_1","Big5_2","Big5_3","Big5_4","Big5_5","Big5_6","Big5_7","Big5_8","Big5_9","Big5_10","Big5_11","Big5_12","Big5_13","Big5_14","Big5_15","Big5_16","Big5_17","Big5_18","Big5_19","Big5_20","Big5_21","Big5_22","Big5_23","Big5_24","Big5_25","Big5_26","Big5_27","Big5_28","Big5_29","Big5_30","Big5_31","Big5_32","Big5_33","Big5_34","Big5_35","Big5_36","Big5_37","Big5_38","Big5_39","Big5_40","Big5_41","Big5_42","Big5_43","Big5_44","LeaderEffectiveness_1","LeaderEffectiveness_2","LeaderEffectiveness_3","LeaderEffectiveness_4","HelpingBehavior_1","HelpingBehavior_2","HelpingBehavior_3","HelpingBehavior_4","HelpingBehavior_5","HelpingBehavior_6","HelpingBehavior_7","PerformancePressure_1","PerformancePressure_2","PerformancePressure_3","PerformancePressure_4","ProactivePerformance_1","ProactivePerformance_2","TeamAdapt_1","TeamAdapt_2","TeamAdapt_3","Intra_Competition_1","Intra_Competition_2","Intra_Competition_3","Intra_Competition_4","ClientSatisfaction","No.Complaints","No.IdeasContributed","TurnaroundTime","Gender","Age"
"102",0,21,214,4,6,4,5,6,3,2,4,4,4,6,7,4,3,4,6,3,4,3,6,4,3,4,3,6,6,6,5,4,4,4,4,2,4,5,3,5,1,1,4,1,5,3,6,4,6,4,7,2,6,7,7,4,7,5,4,7,7,2,5,6,5,5,5,6,6,6,5,7,5,7,5,6,7,7,5,6,5,5,2,6,7,7,2,7,"3","4","4","4","6","6","6","7","7","6","6","4","5","6","6","3","4","3","4","5","5","4","3","3","0.99","1","8","23",1,"22"
"103",0,21,215,6,6,2,4,3,3,5,6,4,6,3,6,5,2,6,4,2,6,6,6,3,3,3,4,6,6,7,7,2,2,1,1,6,6,7,6,2,1,1,4,3,5,2,6,2,6,3,6,2,6,5,6,1,6,3,6,6,6,2,2,6,4,6,2,6,6,5,4,6,5,6,5,6,6,6,5,7,2,6,5,6,7,6,1,7,"4","4","3","4","6","6","6","5","5","6","6","4","4","3","6","4","4","4","5","4","5","4","3","3","0.99","1","9","22",1,"29"
"104",1,21,1021,6,5,3,5,5,3,6,6,6,5,5,6,6,2,6,5,6,7,3,7,3,3,3,4,5,2,5,5,2,2,2,5,2,5,6,4,3,3,4,3,4,2,2,6,2,6,6,6,2,6,6,5,2,5,5,5,6,5,2,5,6,1,6,2,6,6,6,2,6,2,6,2,6,6,6,6,2,5,6,2,5,3,6,2,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"42"
"105",0,22,221,7,7,1,7,7,7,1,7,7,7,7,7,7,1,7,1,7,7,1,7,4,4,3,3,6,5,5,5,1,1,1,5,5,5,6,2,2,2,2,1,1,2,2,6,2,5,2,6,5,7,7,6,1,6,2,7,6,6,2,2,7,1,7,1,7,5,5,1,6,4,7,6,7,7,7,7,7,5,7,1,7,5,7,1,7,"3","3","4","4","6","7","7","5","6","7","7","6","6","6","6","4","4","3","4","3","6","6","6","5","0.8","9","8","8",2,"31"
"106",0,22,222,6,6,5,2,3,2,5,6,5,6,2,6,2,2,5,2,2,6,5,6,3,3,4,4,7,6,7,6,2,2,2,2,5,6,6,5,2,2,1,5,4,6,2,6,1,6,2,6,3,6,6,7,1,6,3,6,7,6,2,1,6,4,6,2,6,7,5,4,6,5,7,2,6,6,7,6,7,3,6,2,6,7,6,1,6,"4","3","4","3","6","6","6","6","6","6","6","2","2","3","6","4","4","4","3","2","5","5","5","5","0.8","9","7","7",1,"31"
"107",0,22,223,4,3,5,5,6,4,3,2,3,3,3,4,7,5,5,6,4,5,6,2,3,2,1,5,3,2,4,5,3,3,1,3,1,3,3,3,4,2,2,4,3,4,3,4,2,6,2,2,2,2,3,7,6,6,5,4,2,2,1,3,3,1,3,2,1,6,5,5,6,3,2,2,5,4,2,3,2,1,3,2,2,2,4,6,2,"4","4","4","3","4","5","3","2","3","2","7","5","4","3","1","3","1","4","2","3","3","2","6","5","0.8","9","5","9",2,"30"
"108",0,22,224,6,7,2,2,2,2,6,4,5,6,2,2,1,4,2,2,2,3,2,4,3,3,3,2,6,2,2,3,4,2,2,1,5,5,5,3,3,1,1,1,1,6,5,3,1,6,2,6,6,6,6,6,5,6,5,6,6,3,5,5,6,3,7,2,6,7,5,5,6,5,6,5,6,6,5,3,6,5,5,3,6,6,6,3,5,"2","3","4","3","6","6","4","4","6","6","6","6","5","6","6","3","2","2","3","3","5","4","6","5","0.8","9","6","7",2,"26"
"109",0,22,225,5,6,3,3,6,6,2,6,5,5,3,5,2,3,6,3,2,3,3,6,3,3,3,3,5,3,5,5,3,3,3,3,5,3,3,3,4,3,3,3,4,3,3,5,3,5,5,5,5,5,5,5,3,6,3,6,6,6,5,3,6,6,6,5,6,6,5,3,5,5,5,4,5,5,5,5,5,3,5,3,3,5,5,3,5,"2","2","3","4","6","6","5","5","6","5","6","5","3","3","3","4","4","4","4","4","5","2","3","3","0.8","9","9","10",1,"21"
"110",1,22,1022,2,6,6,2,6,6,5,6,2,6,6,2,6,3,6,2,6,6,6,6,3,4,3,3,6,5,5,5,1,1,1,5,5,5,5,1,1,1,1,1,1,5,4,7,3,5,3,5,2,6,5,5,1,6,2,5,6,4,2,2,4,2,6,2,5,1,4,3,5,5,6,5,6,6,6,5,6,2,5,2,5,5,6,3,4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"36"
"111",0,23,231,6,7,3,5,7,3,5,6,6,7,5,5,6,2,6,2,6,2,2,6,3,3,3,3,6,2,6,6,1,1,1,5,5,5,6,1,1,1,1,2,1,5,3,7,1,6,2,6,1,6,5,6,2,6,3,6,5,7,1,1,5,1,7,1,5,6,5,3,6,2,5,2,6,6,6,5,7,2,6,1,6,6,6,2,6,"3","3","4","3","5","6","6","6","6","6","6","6","6","6","6","3","4","4","3","3","6","2","6","6","0.9","6","6","7",1,"38"
"112",0,23,232,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9","6","6","6",1,"25"
"113",0,23,233,6,6,6,3,4,4,5,5,3,6,2,6,2,2,5,2,2,6,5,6,4,4,4,4,6,7,6,7,2,2,2,2,5,6,5,6,2,2,1,4,4,6,2,6,1,7,2,6,5,7,6,7,1,6,2,6,7,6,2,1,7,5,6,2,6,7,6,4,6,5,7,3,5,6,6,6,6,3,6,2,6,7,6,2,7,"4","3","4","4","6","7","6","6","7","6","7","2","5","4","6","3","4","4","5","4","5","5","3","5","0.9","6","6","8",1,"27"
"114",0,23,234,6,6,6,2,3,2,5,6,5,6,2,6,2,1,6,2,2,6,6,6,3,4,4,4,6,6,7,7,1,1,1,2,5,6,6,5,3,1,2,4,5,6,2,6,1,7,2,7,3,6,6,7,1,6,2,6,7,6,2,2,7,4,6,4,6,6,5,4,6,5,6,5,7,6,6,6,5,5,7,5,6,6,7,2,6,"4","4","4","4","6","6","6","7","6","7","6","3","4","3","7","4","4","4","4","5","5","6","2","5","0.9","6","4","9",2,"26"
"115",0,23,235,5,6,5,3,5,4,5,5,3,6,3,5,2,2,5,4,2,6,5,6,3,4,3,3,6,6,6,7,2,2,2,2,5,5,5,5,3,2,1,4,3,6,2,6,2,6,2,6,4,5,6,6,1,7,2,6,6,6,2,1,6,1,6,1,6,6,4,4,6,5,7,4,5,5,6,5,6,3,6,2,6,7,6,2,6,"4","4","4","4","6","6","6","7","7","7","6","3","2","4","6","4","4","4","5","4","5","5","2","5","0.9","6","6","8",1,"29"
"116",1,23,1023,1,7,6,1,7,6,1,7,1,4,7,1,4,1,1,1,1,7,7,7,3,3,3,2,5,3,5,5,2,1,1,4,4,5,5,5,1,1,1,1,1,1,3,6,1,6,7,6,2,6,2,4,1,6,5,6,6,6,1,6,6,2,6,2,6,5,5,1,7,1,7,1,5,6,6,6,6,1,6,1,6,5,7,3,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"37"
"117",0,24,241,5,6,6,5,5,5,5,6,5,5,5,6,3,3,3,5,5,4,5,5,4,4,4,4,6,6,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,5,3,6,3,7,4,6,5,6,7,7,2,6,3,6,7,6,2,3,6,4,6,4,5,6,4,4,6,6,6,3,6,7,6,6,6,2,6,2,7,6,6,2,4,"4","5","4","3","6","6","6","6","6","6","6","6","4","3","6","4","4","4","4","4","6","3","3","3","0.95","3","12","15",1,"27"
"118",0,24,242,6,7,7,7,7,2,6,6,5,5,6,2,6,2,6,2,6,6,1,7,3,3,3,3,5,5,5,4,1,2,2,5,5,6,6,5,1,1,3,2,2,6,2,7,3,5,2,6,1,5,5,6,2,7,1,5,5,7,1,2,5,2,6,1,7,5,5,2,5,6,7,5,7,7,5,6,7,3,6,2,6,7,6,2,6,"4","5","5","4","5","6","6","6","5","5","6","5","6","5","5","4","3","3","4","3","5","3","5","5","0.95","3","12","13",1,"29"
"119",0,24,243,2,6,2,5,3,2,5,6,6,5,2,5,5,5,5,5,5,3,2,6,3,3,3,3,6,2,6,6,5,6,2,2,5,2,5,2,1,1,1,1,1,2,2,6,1,6,6,6,2,6,6,6,2,7,2,6,6,6,2,2,7,5,6,2,6,6,7,4,6,2,6,2,6,7,7,5,7,2,6,2,6,6,6,2,6,"5","3","3","4","5","5","5","6","6","6","6","5","5","6","5","4","4","4","4","4","5","5","6","2","0.95","3","11","12",1,"33"
"120",0,24,244,5,5,5,2,4,2,5,5,3,6,4,4,4,5,5,5,4,5,5,2,2,3,4,4,3,5,4,6,3,4,5,4,5,4,4,5,3,5,4,5,4,5,5,5,5,6,5,5,5,4,5,6,5,4,5,4,5,5,5,6,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,6,5,6,4,5,4,3,"2","3","3","2","6","5","3","4","4","5","5","4","5","5","6","3","3","3","3","4","4","5","5","5","0.95","3","11","10",1,"25"
"121",0,24,245,5,6,6,5,4,2,5,5,3,6,3,6,5,5,6,5,3,6,6,6,3,4,4,3,6,7,7,7,2,2,1,1,5,5,5,6,2,1,1,5,5,7,3,5,1,6,5,6,3,6,6,7,1,6,5,6,7,6,2,5,6,5,6,3,5,6,5,4,6,5,7,5,6,6,6,6,7,3,6,7,6,7,7,1,7,"4","4","3","5","6","6","5","6","5","6","6","5","3","3","6","4","5","4","5","5","5","5","2","2","0.95","3","9","12",1,"29"
"122",1,24,1024,2,6,3,5,6,3,5,6,5,5,6,5,5,5,5,5,6,5,4,6,3,3,4,3,6,5,6,6,2,3,3,4,5,6,6,4,2,3,2,4,4,5,2,6,2,5,2,6,2,6,5,6,2,6,2,6,5,5,2,2,6,2,5,2,6,2,2,2,2,6,6,5,6,5,6,5,5,5,6,2,5,5,6,2,4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"34"
"123",0,25,251,2,5,4,4,3,2,7,5,5,3,3,5,3,5,5,4,3,3,3,5,3,3,4,3,5,5,5,5,3,3,5,5,5,5,5,6,3,4,4,4,3,5,3,5,3,5,2,6,2,6,6,6,1,6,2,6,6,6,2,2,6,6,4,1,5,7,7,2,6,5,6,6,6,6,6,6,7,3,5,2,5,6,6,3,6,"4","3","4","4","5","7","6","6","6","6","6","5","4","3","3","3","4","3","4","4","5","5","5","5","0.99","2","9","8",1,"32"
"124",0,25,252,5,5,5,5,4,4,3,2,5,5,5,6,3,3,3,1,5,7,4,7,3,3,3,3,1,1,1,1,4,1,1,1,4,2,3,1,2,1,1,1,1,3,3,6,3,6,6,6,3,5,6,6,3,6,5,6,5,2,3,6,6,6,3,3,5,6,4,4,7,6,6,6,6,6,5,6,3,4,6,4,5,2,5,6,7,"1","1","2","1","6","5","5","7","6","6","6","6","7","4","5","1","1","2","1","1","7","7","7","7","0.99","2","6","10",1,"26"
"125",0,25,253,1,2,1,1,1,1,1,1,2,4,5,5,2,2,5,2,2,2,2,1,2,2,2,2,2,3,4,3,2,2,3,3,3,4,4,3,2,3,3,3,3,2,3,3,2,4,4,4,5,5,5,5,4,4,4,5,4,4,3,4,4,3,3,3,5,5,5,3,2,3,4,4,4,5,3,2,2,5,5,4,4,3,2,3,4,"1","3","2","3","3","4","4","4","3","3","2","3","4","4","5","3","3","3","2","3","3","3","3","4","0.99","2","7","9",2,"30"
"126",0,25,254,1,2,2,5,2,3,7,7,5,6,3,7,2,6,2,2,2,6,2,3,2,2,2,2,2,6,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,6,2,5,2,2,4,3,1,3,2,2,1,5,2,2,3,2,2,5,2,3,2,2,2,2,2,2,2,3,2,2,2,2,5,2,2,2,2,5,4,3,3,4,3,"2","2","4","4","2","2","5","5","4","5","4","2","2","2","5","2","2","2","2","2","6","6","6","6","0.99","2","4","10",1,"25"
"127",0,25,255,6,7,6,5,6,7,5,7,6,3,6,5,2,3,6,5,3,5,4,5,3,3,2,2,4,5,5,5,2,2,1,2,5,5,4,3,2,2,1,1,1,5,3,6,3,4,5,7,3,5,5,6,1,6,6,6,6,7,4,5,6,6,7,2,2,5,6,4,5,6,6,3,7,6,7,7,7,1,6,3,6,6,6,3,4,"4","4","4","4","7","6","6","6","6","6","7","5","3","4","5","4","4","4","4","4","6","4","3","4","0.99","2","5","10",1,"24"
"128",1,25,1025,2,7,7,1,7,7,1,7,1,7,7,1,7,7,5,1,1,7,7,7,4,3,3,3,5,4,5,5,2,2,2,2,5,5,7,2,1,1,1,1,1,1,1,7,1,7,7,7,1,7,7,7,1,7,1,7,7,7,1,1,7,1,7,1,7,7,1,1,1,1,7,1,7,1,7,7,7,1,7,1,7,5,7,1,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"49"
"129",0,26,261,6,6,6,6,7,6,6,6,1,7,5,5,5,2,6,1,6,6,6,6,3,3,3,3,5,5,6,6,1,1,1,1,5,5,5,5,1,1,1,1,1,6,1,7,1,6,1,6,2,3,7,7,5,7,5,7,7,7,1,1,7,1,7,5,5,6,6,1,7,1,7,1,7,7,7,7,7,1,7,1,7,7,7,1,7,"3","3","3","3","6","7","7","6","6","6","6","6","6","6","6","3","3","4","4","3","6","6","7","5","0.92","4","4","8",1,"27"
"130",0,26,262,6,7,6,6,6,6,5,5,6,5,2,2,2,4,7,6,6,2,6,6,3,3,4,4,2,5,5,2,4,2,2,4,2,2,2,2,1,1,1,1,1,5,1,6,2,7,6,7,2,2,6,6,1,7,1,2,6,7,2,5,6,2,6,2,6,5,5,5,6,2,5,3,6,5,6,7,6,2,6,2,2,6,7,1,5,"3","2","4","1","3","6","2","5","6","6","4","6","5","2","4","3","3","3","4","3","4","4","6","3","0.92","4","3","7",2,"27"
"131",0,26,263,6,6,6,2,3,3,4,6,4,5,3,5,3,2,5,3,3,5,6,5,3,5,3,3,6,5,7,6,2,2,2,2,6,5,6,5,2,2,1,4,4,5,2,6,2,6,2,6,3,6,7,6,2,6,3,6,6,6,2,1,6,3,6,4,5,5,4,3,6,4,5,2,6,6,5,6,5,5,6,3,6,4,6,2,5,"3","4","4","5","5","6","6","6","6","6","7","4","2","1","6","3","5","4","5","4","4","5","2","5","0.92","4","2","8",1,"25"
"132",0,26,264,5,7,3,5,7,5,5,6,5,2,6,3,5,3,3,2,2,3,4,3,3,4,3,3,6,6,6,6,5,2,2,2,2,2,5,2,4,1,1,1,1,6,5,5,5,6,2,7,5,6,6,6,1,6,5,7,7,7,2,6,6,2,7,2,3,6,2,2,6,4,6,2,6,6,2,3,6,3,3,6,5,5,7,2,6,"3","4","4","4","6","7","5","7","6","6","6","4","2","4","6","4","3","3","5","3","5","4","5","2","0.92","4","4","5",2,"28"
"133",0,26,265,6,6,6,5,5,3,5,6,2,6,6,2,5,2,5,2,5,6,2,7,3,4,4,3,5,6,5,5,1,1,1,4,5,5,5,4,2,1,2,2,1,7,4,6,1,5,1,7,5,5,6,7,5,6,3,3,7,5,2,5,6,2,7,2,6,4,4,2,7,7,7,2,5,6,5,5,7,5,6,2,5,5,6,2,5,"3","3","4","3","5","5","5","6","5","6","6","6","6","6","5","3","3","3","4","3","6","6","6","6","0.92","4","3","6",2,"28"
"134",1,26,1026,6,5,3,6,5,3,6,6,6,6,7,6,5,2,6,6,6,7,2,6,3,2,3,3,5,6,5,5,1,1,1,4,4,3,3,2,1,1,1,1,1,1,1,7,1,7,7,7,5,7,7,7,1,7,5,7,7,7,1,5,7,5,7,5,7,7,1,1,7,5,7,5,7,7,7,7,5,1,7,1,7,7,7,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"36"
"135",0,27,271,5,6,4,6,5,4,4,5,5,5,5,4,4,4,4,4,2,4,5,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","0.92","1","6","18",1,"34"
"136",0,27,272,4,1,1,6,2,1,6,2,6,6,2,6,6,5,7,5,6,2,4,1,1,2,2,3,3,4,3,6,2,3,5,7,5,6,4,2,1,4,2,2,5,1,3,5,3,6,7,4,1,3,5,6,3,2,1,5,6,3,1,2,3,4,2,2,3,6,6,7,6,7,3,5,6,5,6,7,4,6,7,3,7,3,5,7,6,"1","1","2","2","3","4","4","4","5","4","5","5","5","2","2","2","4","1","4","3","2","2","2","3","0.92","1","8","20",1,"26"
"137",0,27,273,6,6,6,6,6,2,2,6,6,7,6,1,6,2,6,2,5,6,2,6,3,4,3,3,5,6,5,5,1,1,1,4,5,5,6,3,1,1,1,1,1,6,4,5,1,6,2,6,1,6,6,6,1,7,3,6,7,6,2,2,6,2,7,1,7,6,5,2,6,6,7,2,6,6,2,6,7,2,7,6,7,5,6,2,5,"3","3","4","3","6","5","6","6","6","5","5","6","6","6","5","4","3","3","3","4","5","5","5","5","0.92","1","7","19",1,"28"
"138",0,27,274,6,7,5,6,5,6,6,6,2,5,6,5,6,1,5,2,6,6,2,6,3,3,3,3,5,5,6,6,1,1,1,3,5,4,6,5,2,2,1,1,3,5,1,5,1,6,2,6,5,6,5,6,2,6,5,6,6,7,1,5,6,1,6,1,5,5,4,4,5,5,7,5,5,6,6,5,6,2,6,6,6,4,5,2,4,"3","3","3","3","5","5","6","6","6","5","5","6","6","6","5","3","3","4","4","3","6","6","6","5","0.92","1","8","16",1,"27"
"139",0,27,275,6,7,5,3,7,2,3,6,5,2,3,7,6,7,5,1,5,3,2,3,2,5,4,5,4,6,5,5,2,5,5,5,5,4,3,5,2,3,3,4,3,2,1,4,4,7,3,4,6,5,5,3,2,6,6,7,3,3,5,5,7,5,5,7,6,6,5,2,5,3,5,5,5,5,5,3,3,3,1,3,6,5,6,6,2,"1","2","3","3","5","6","2","3","5","6","4","2","3","4","2","2","3","3","3","3","5","4","3","4","0.92","1","8","17",1,"26"
"140",1,27,1027,5,6,5,5,6,5,5,6,5,6,6,6,6,4,6,6,6,7,6,7,3,3,3,3,5,6,6,5,1,1,1,5,3,5,6,3,1,1,2,3,3,5,1,7,1,5,1,6,1,6,6,3,2,6,4,5,5,6,2,4,5,4,6,4,6,6,2,2,2,2,6,5,5,6,5,6,5,5,6,2,5,5,7,1,3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"32"
"141",0,28,281,3,5,5,5,3,5,6,5,5,6,6,6,2,2,6,6,6,6,2,5,3,4,4,3,5,6,6,6,6,6,6,6,6,6,6,6,2,4,4,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,6,5,3,3,3,7,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,"3","3","4","3","6","5","6","6","5","5","5","5","6","6","6","3","3","4","3","4","7","6","5","2","0.99","1","12","14",1,"34"
"142",0,28,282,5,7,6,3,4,4,6,6,7,1,7,4,5,3,3,4,5,5,6,4,3,3,3,2,6,2,6,5,2,2,2,5,5,5,6,5,1,1,1,1,1,5,2,6,2,6,2,6,6,6,6,6,2,6,5,6,5,6,2,2,6,2,6,5,6,5,4,4,2,2,5,5,6,6,6,6,6,2,6,2,6,6,6,2,5,"3","3","2","4","5","5","5","5","5","5","5","4","4","5","5","3","3","3","3","3","3","4","4","4","0.99","1","12","13",1,"29"
"143",0,28,283,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,4,3,4,3,3,4,6,6,5,7,5,3,2,3,4,4,5,4,3,1,4,4,4,3,3,3,3,3,4,4,4,4,4,5,5,3,4,4,4,4,3,2,4,3,2,6,5,4,3,4,4,3,5,5,3,3,3,4,2,5,"3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","2","1","0.99","1","11","15",1,"30"
"144",0,28,284,3,6,1,2,3,3,3,4,1,4,4,4,4,4,2,4,4,4,2,5,3,3,3,3,4,5,5,4,4,2,2,4,3,2,3,1,1,1,1,1,1,2,1,6,2,5,6,6,2,5,5,4,1,6,6,7,4,7,2,6,5,7,6,3,4,5,5,6,4,6,5,6,6,6,5,3,3,4,3,3,5,6,6,3,6,"1","1","2","2","5","7","6","4","6","6","7","5","4","1","6","3","2","2","3","3","5","6","6","6","0.99","1","10","16",2,"26"
"145",0,28,285,1,7,7,1,7,7,1,7,7,7,7,1,7,1,7,1,7,7,7,7,4,4,3,3,6,5,6,6,1,1,1,6,6,6,7,2,1,1,1,1,1,5,2,7,1,5,1,6,2,6,5,5,2,7,1,5,5,7,1,1,6,1,7,2,6,6,5,3,5,5,5,1,6,7,7,7,7,5,5,1,5,6,6,1,5,"4","5","5","4","6","6","7","6","6","6","7","6","6","5","6","4","4","3","4","4","6","6","6","5","0.99","1","8","13",1,"31"
"146",1,28,1028,6,5,5,6,6,6,6,5,6,5,6,6,5,2,6,5,5,6,2,6,3,4,4,4,5,2,6,6,3,3,2,4,5,5,5,2,2,3,1,3,1,1,1,6,1,5,6,6,2,5,1,1,1,7,6,7,5,7,1,1,6,6,7,2,6,5,6,1,5,1,5,5,6,6,5,6,2,3,6,2,6,3,6,2,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"47"
"147",0,29,291,6,4,1,6,2,3,3,6,2,4,3,4,5,5,4,4,4,3,2,5,3,3,4,4,5,5,6,5,3,2,2,4,3,3,3,1,1,1,1,1,2,5,3,5,2,6,3,6,3,5,6,6,1,7,5,7,6,6,2,2,5,2,2,3,5,5,6,5,4,6,6,3,6,6,6,3,5,3,2,3,6,6,6,2,6,"1","2","4","2","5","6","4","6","6","6","6","3","3","2","5","3","3","4","4","3","3","3","4","4","0.95","0","8","8",2,"27"
"148",0,29,292,2,6,6,2,6,6,2,6,2,2,6,2,6,2,6,2,6,6,2,6,4,4,3,3,5,5,6,6,2,2,2,6,5,5,5,3,2,3,2,3,3,1,2,6,2,5,5,6,3,6,5,3,1,6,4,5,5,5,2,2,6,6,6,3,6,4,5,2,5,6,6,5,6,6,5,5,5,5,6,2,6,5,5,5,6,"4","3","4","4","6","6","5","6","5","5","6","5","5","6","6","3","4","4","4","3","6","6","5","5","0.95","0","6","7",1,"28"
"149",0,29,293,6,7,4,2,2,2,6,7,2,6,1,6,1,2,5,2,6,6,2,6,4,4,4,5,6,2,4,5,2,1,1,3,6,6,7,2,2,1,1,1,1,5,1,6,1,6,6,7,5,6,7,4,1,6,6,6,7,7,4,5,7,5,7,6,7,7,6,3,7,6,6,6,6,7,6,4,2,6,5,6,7,6,7,3,6,"3","2","4","4","6","6","5","7","6","6","5","6","6","2","6","4","4","4","3","5","6","2","2","2","0.95","0","9","10",1,"26"
"150",0,29,294,5,4,3,5,3,4,3,3,3,4,1,5,5,6,7,7,4,2,1,4,4,5,4,4,6,7,7,7,4,1,3,4,6,6,6,5,1,2,2,3,1,6,5,6,3,6,3,4,5,5,6,7,4,7,5,7,7,3,4,3,7,1,2,3,7,7,7,7,6,5,4,1,4,7,6,4,7,5,6,1,7,4,5,1,4,"5","4","4","5","6","7","7","7","6","7","7","2","2","1","2","4","4","5","5","4","5","6","7","6","0.95","0","8","9",2,"32"
"151",0,29,295,3,4,5,4,5,4,5,5,3,5,5,4,3,5,6,4,5,1,4,4,2,1,1,3,3,4,4,5,3,7,6,5,5,4,4,5,1,1,4,5,5,2,5,6,6,4,4,5,5,6,5,5,5,6,6,6,5,4,3,3,3,4,5,5,4,3,3,4,4,2,2,4,3,3,4,5,6,5,6,3,3,3,4,4,4,"2","4","3","4","4","5","5","4","5","5","5","3","3","4","4","1","4","3","3","3","2","4","5","5","0.95","0","10","7",1,"31"
"152",1,29,1029,3,7,6,4,6,6,2,6,3,6,6,5,5,2,6,5,5,7,5,7,4,3,3,3,5,5,5,5,3,2,2,3,5,5,6,2,3,3,4,3,3,6,2,6,2,6,2,6,5,6,6,6,2,6,2,6,6,6,2,2,6,2,6,2,6,6,2,1,6,6,6,6,6,6,6,6,6,2,6,2,6,6,6,2,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"34"
"153",0,30,301,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,3,4,4,5,5,7,6,6,5,7,5,7,5,6,6,5,6,5,6,5,4,7,5,7,5,6,3,3,5,4,7,7,7,7,7,7,7,7,7,7,6,5,4,6,6,4,5,4,5,6,5,6,6,4,3,6,6,7,7,7,5,5,7,5,"1","3","4","4","4","4","4","3","3","6","4","5","6","5","5","4","3","5","5","4","7","7","5","5","0.9","3","16","8",1,"25"
"154",0,30,302,3,4,3,4,3,6,6,6,6,5,6,3,4,4,5,7,5,7,1,4,2,3,3,5,5,5,5,5,3,5,4,4,4,5,4,4,2,4,5,4,3,3,6,5,5,2,4,4,7,6,5,5,3,4,7,7,7,7,6,6,4,5,2,4,4,3,3,3,3,7,7,5,4,4,4,3,5,5,5,3,6,5,4,3,2,"4","4","2","3","3","3","4","7","6","6","6","2","6","7","2","2","3","4","4","4","1","4","5","6","0.9","3","12","9",2,"27"
