"","Leader","TeamNumber","ID","Mach_1","Mach_2","Mach_3","Mach_4","Mach_5","Mach_6","Mach_7","Mach_8","Mach_9","Mach_10","Mach_11","Mach_12","Mach_13","Mach_14","Mach_15","Mach_16","Mach_17","Mach_18","Mach_19","Mach_20","TeamPerformance_1","TeamPerformance_2","TeamPerformance_3","TeamPerformance_4","TeamInnovation_1","TeamInnovation_2","TeamInnovation_3","TeamInnovation_4","Psycho1","Psycho2","Psycho3","Psycho4","Narc1","Narc2","Narc3","Narc4","Progroup_unethical_1","Progroup_unethical_2","Progroup_unethical_3","Progroup_unethical_4","Progroup_unethical_5","Big5_1","Big5_2","Big5_3","Big5_4","Big5_5","Big5_6","Big5_7","Big5_8","Big5_9","Big5_10","Big5_11","Big5_12","Big5_13","Big5_14","Big5_15","Big5_16","Big5_17","Big5_18","Big5_19","Big5_20","Big5_21","Big5_22","Big5_23","Big5_24","Big5_25","Big5_26","Big5_27","Big5_28","Big5_29","Big5_30","Big5_31","Big5_32","Big5_33","Big5_34","Big5_35","Big5_36","Big5_37","Big5_38","Big5_39","Big5_40","Big5_41","Big5_42","Big5_43","Big5_44","LeaderEffectiveness_1","LeaderEffectiveness_2","LeaderEffectiveness_3","LeaderEffectiveness_4","HelpingBehavior_1","HelpingBehavior_2","HelpingBehavior_3","HelpingBehavior_4","HelpingBehavior_5","HelpingBehavior_6","HelpingBehavior_7","PerformancePressure_1","PerformancePressure_2","PerformancePressure_3","PerformancePressure_4","ProactivePerformance_1","ProactivePerformance_2","TeamAdapt_1","TeamAdapt_2","TeamAdapt_3","Intra_Competition_1","Intra_Competition_2","Intra_Competition_3","Intra_Competition_4","ClientSatisfaction","No.Complaints","No.IdeasContributed","TurnaroundTime","Gender","Age"
"155",0,30,303,6,2,2,3,2,2,6,2,2,2,2,2,2,6,2,1,6,2,2,2,2,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,4,3,4,4,4,5,5,4,4,4,3,4,4,4,6,6,5,3,1,2,3,7,2,6,1,3,"3","2","3","1","6","2","6","2","6","6","6","5","6","6","6","3","3","3","3","3","4","4","4","4","0.9","3","8","10",1,"22"
"156",0,30,304,4,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,6,7,7,7,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,4,4,5,5,4,4,4,4,4,3,3,4,4,4,4,5,5,5,5,4,5,5,5,4,4,3,2,3,"3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","5","0.9","3","10","10",2,"28"
"157",0,30,305,1,7,3,1,7,7,1,1,1,4,1,7,1,4,1,1,1,7,1,7,4,4,4,4,4,4,4,4,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,7,1,6,7,7,1,2,7,7,1,7,6,6,6,7,6,6,6,7,6,2,7,6,2,6,6,2,6,2,6,6,6,6,6,2,6,2,6,2,6,5,2,"4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4","5","4","4","4","4","4","4","4","0.9","3","11","11",1,"27"
"158",1,30,1030,6,5,5,5,6,5,5,6,5,5,6,5,6,3,6,5,6,6,3,6,3,3,3,3,5,5,6,5,1,1,2,4,5,5,6,5,2,2,1,2,2,6,4,6,2,4,2,5,2,5,2,5,3,6,5,3,4,4,2,2,6,2,6,4,6,4,3,2,5,5,4,5,5,6,5,6,7,2,5,2,5,3,5,1,3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"35"
"159",0,31,311,2,6,5,5,7,5,2,6,2,6,6,2,2,2,6,2,2,6,6,6,3,4,3,4,5,6,6,5,2,1,1,5,5,6,6,4,1,1,1,1,1,6,2,6,1,6,1,6,1,6,2,5,2,6,2,6,6,6,2,2,6,2,6,2,6,5,5,2,5,5,7,5,7,6,6,6,6,5,6,2,5,6,5,2,5,"3","3","4","3","6","6","6","6","5","6","6","6","5","6","5","4","4","3","4","3","5","5","5","6","0.8","8","5","7",2,"30"
"160",0,31,312,1,2,3,5,5,6,5,5,7,5,6,7,6,2,7,6,4,2,1,3,1,1,1,1,1,1,3,5,3,3,6,6,4,1,6,4,4,2,1,4,5,2,4,5,5,3,2,5,6,7,6,3,5,7,6,4,5,6,5,3,2,3,5,6,7,5,4,4,5,6,6,5,1,4,6,7,6,4,5,6,7,7,6,4,5,"1","3","4","4","2","4","6","7","4","5","3","1","3","5","5","2","4","1","4","4","2","4","2","1","0.8","8","4","5",2,"25"
"161",0,31,313,6,7,5,5,7,5,2,7,5,5,6,1,6,2,6,1,7,6,2,6,3,3,3,3,5,5,5,5,1,1,1,1,7,7,7,1,1,1,1,1,2,6,2,6,2,6,2,6,1,7,6,5,1,7,1,7,7,6,1,2,7,1,7,1,7,7,2,1,6,7,7,1,6,6,6,6,6,1,6,1,7,7,7,1,7,"4","3","4","4","6","6","6","6","6","6","6","6","6","6","6","3","3","3","4","4","5","2","6","6","0.8","8","6","6",1,"37"
"162",0,31,314,5,7,6,5,7,5,5,6,5,7,7,5,7,1,5,1,5,7,1,5,3,4,3,3,5,5,6,5,1,1,1,4,5,5,5,2,1,2,3,3,2,1,1,6,1,6,1,6,1,5,5,5,2,6,2,6,5,6,2,3,6,2,6,2,5,4,3,2,5,5,7,5,6,6,5,6,5,5,6,3,6,5,7,1,4,"3","4","4","3","6","5","7","6","6","7","7","5","6","6","6","3","3","4","3","3","5","5","6","6","0.8","8","4","7",1,"29"
"163",0,31,315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,4,3,5,3,2,2,3,2,2,2,4,3,2,1,1,4,3,3,4,3,3,3,4,3,2,1,1,5,5,3,2,1,1,7,6,5,4,2,1,6,5,3,2,1,4,5,5,4,3,3,2,6,6,5,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","0.8","8","5","6",1,"23"
"164",0,31,316,4,7,3,2,6,3,1,6,2,7,2,4,1,2,3,2,7,5,3,7,3,4,4,4,6,1,7,5,1,1,1,1,5,5,3,1,2,1,1,1,1,7,2,6,1,7,1,7,1,7,7,7,1,7,5,6,6,6,1,1,7,1,7,2,7,7,7,2,4,5,6,5,5,6,6,6,7,2,6,2,6,6,7,1,6,"3","4","4","4","7","6","7","7","7","7","7","1","3","1","3","4","5","5","5","5","5","3","2","1","0.8","8","3","5",2,"24"
"165",1,31,1031,5,7,5,3,6,6,2,6,3,4,6,2,6,5,4,2,3,6,6,6,3,3,3,2,5,2,5,4,3,2,2,3,3,3,6,2,3,2,2,1,2,1,1,7,1,7,5,5,2,7,7,6,1,7,2,7,7,7,1,1,6,5,7,1,6,6,1,1,6,1,7,6,7,7,7,1,6,1,7,1,7,7,6,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"39"
"166",0,32,321,5,7,4,2,5,2,1,6,2,5,6,5,2,4,4,2,6,5,6,6,3,3,3,3,6,6,6,6,4,2,2,2,1,1,1,1,3,1,2,1,1,3,1,6,2,6,5,7,4,6,6,6,2,6,4,6,6,7,1,1,7,4,6,2,7,7,7,2,6,5,7,4,7,7,7,7,6,2,6,1,7,6,7,2,6,"3","3","4","4","6","6","6","6","6","7","7","6","3","3","6","3","2","4","4","3","6","6","5","5","0.88","4","10","6",1,"27"
"167",0,32,322,6,6,2,2,6,2,6,6,6,5,6,2,6,3,7,2,6,6,5,6,3,3,3,3,5,5,5,5,1,1,1,1,1,1,6,5,1,1,1,1,1,2,2,6,1,6,2,6,1,5,2,5,2,6,1,5,6,2,2,2,5,5,6,1,5,5,3,2,2,5,5,5,6,6,6,2,5,2,5,1,5,6,5,2,6,"3","3","3","3","6","6","5","5","5","6","6","5","6","5","5","3","3","4","3","3","5","5","5","6","0.88","4","4","7",1,"26"
"168",0,32,323,4,1,4,7,4,4,2,4,4,1,3,5,2,2,6,1,4,7,7,4,3,3,3,3,5,4,4,4,5,4,4,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,"5","4","5","5","4","5","3","6","4","6","6","7","7","1","4","3","3","3","3","3","4","4","4","4","0.88","4","6","6",2,"25"
"169",0,32,324,3,7,4,4,6,4,4,5,5,2,5,4,4,5,4,4,2,4,6,4,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,"4","4","2","2","6","6","6","6","4","5","4","3","5","4","4","3","3","4","4","4","4","4","4","4","0.88","4","5","8",1,"27"
"170",0,32,325,6,6,3,1,6,6,3,6,6,5,3,6,1,6,3,1,4,5,5,7,4,4,4,4,6,6,6,6,4,4,3,3,4,4,3,1,4,1,5,2,3,2,3,6,2,6,7,6,3,6,5,6,2,6,3,6,6,5,2,2,6,6,4,2,7,6,6,5,6,5,6,3,6,6,6,6,3,6,5,1,6,5,5,2,5,"4","4","4","4","5","5","5","5","5","6","6","4","5","5","5","3","3","3","3","3","6","6","6","6","0.88","4","7","5",2,"27"
"171",0,32,326,2,6,6,2,6,6,2,6,2,6,6,2,6,6,6,2,2,6,2,6,3,3,3,3,5,5,5,5,1,2,1,5,3,3,5,4,1,1,1,1,1,3,1,6,1,5,5,5,2,5,6,6,5,7,5,7,7,7,1,2,6,5,7,2,5,5,5,3,5,5,7,5,6,6,6,6,6,5,6,3,5,6,6,3,6,"4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","3","3","3","3","3","5","5","5","5","0.88","4","5","6",2,"25"
"172",1,32,1032,6,6,5,5,6,5,5,6,5,6,6,5,6,2,6,5,6,6,5,6,3,3,4,4,5,6,5,5,3,3,2,5,5,6,6,4,3,2,3,4,3,5,4,6,1,6,3,6,3,6,5,6,4,6,3,5,5,5,2,2,5,2,6,2,6,5,4,3,6,6,7,5,6,5,6,5,6,5,5,2,5,4,6,2,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"38"
"173",0,33,331,6,6,6,5,4,4,5,6,4,6,3,6,1,2,5,2,2,6,6,6,3,3,4,4,6,6,6,7,2,2,2,1,5,6,6,7,2,1,1,3,4,7,1,6,1,6,4,6,4,6,5,6,1,6,1,6,7,6,2,1,6,4,6,4,6,6,4,3,6,5,7,5,6,6,7,6,7,3,6,2,6,7,7,1,7,"4","4","3","3","5","6","6","6","6","6","6","2","2","4","6","4","4","4","3","4","5","4","3","2","0.95","5","8","4",2,"26"
"174",0,33,332,5,5,6,6,6,6,5,6,6,7,1,7,7,7,7,7,6,2,3,4,3,3,4,3,5,5,6,5,4,5,4,5,6,6,6,6,4,3,2,2,3,6,6,5,2,6,2,6,3,5,5,5,6,6,5,5,6,6,5,6,6,5,5,3,6,5,5,5,5,4,5,5,5,5,5,5,5,6,6,2,6,6,6,3,5,"1","1","1","1","6","6","6","5","6","7","6","5","5","5","5","3","2","3","3","3","5","5","5","5","0.95","5","7","3",2,"29"
"175",0,33,333,5,7,5,1,7,7,5,7,5,5,7,5,5,7,5,2,6,6,2,7,3,3,3,3,3,3,3,3,1,3,3,2,5,5,5,2,3,2,2,2,1,5,5,6,2,5,2,5,2,5,5,6,2,7,6,6,6,5,1,6,7,1,6,2,6,5,4,3,5,5,6,6,6,6,2,6,7,6,6,6,7,6,7,3,5,"3","3","4","3","5","6","5","2","5","5","6","5","3","2","5","3","3","3","3","3","6","2","6","6","0.95","5","8","4",1,"33"
"176",0,33,334,6,6,5,3,2,4,6,5,5,1,3,6,7,4,4,1,3,6,4,5,4,5,5,4,6,6,7,6,2,2,6,1,6,5,6,1,4,1,1,1,1,5,4,6,4,6,5,6,4,6,7,7,2,6,3,6,6,7,2,4,7,5,5,2,6,6,6,6,7,4,6,5,6,6,6,6,6,5,6,4,6,6,6,5,6,"3","4","3","3","6","6","6","7","7","7","7","6","6","5","6","3","3","5","5","5","6","5","5","6","0.95","5","7","3",1,"32"
"177",0,33,335,5,6,4,5,5,2,4,4,5,3,3,6,5,3,3,4,5,6,4,5,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,2,3,5,3,5,6,6,4,5,5,6,3,6,4,6,6,6,4,5,6,6,6,4,6,6,5,5,6,6,6,6,6,6,6,6,6,4,6,5,6,6,6,3,6,"3","2","3","4","5","5","5","6","6","6","6","5","4","5","5","3","3","3","4","4","5","5","5","4","0.95","5","9","5",2,"24"
"178",0,33,336,1,7,7,1,7,7,1,7,1,7,7,1,7,7,7,1,1,7,7,7,3,4,4,3,6,2,6,6,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,6,1,6,2,6,2,6,6,6,3,6,5,6,6,7,1,5,6,2,6,1,1,6,6,2,6,5,6,6,6,6,6,6,6,6,6,2,7,7,7,1,7,"5","5","5","5","7","7","7","7","7","7","7","6","2","1","6","4","4","4","3","3","6","2","6","7","0.95","5","12","6",1,"32"
"179",1,33,1033,5,6,2,3,3,3,4,4,4,4,5,5,5,4,3,3,4,3,3,6,3,3,4,4,4,3,4,4,4,3,3,4,5,5,5,5,4,3,3,4,5,5,4,6,2,6,3,4,5,6,6,6,4,6,5,6,5,4,3,3,5,3,5,4,6,6,6,4,5,5,5,2,5,6,6,6,6,4,6,2,6,6,6,2,5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"36"
"180",0,34,341,7,5,2,7,3,2,1,2,7,6,3,3,5,2,7,2,7,4,2,5,3,4,4,4,4,5,4,4,6,3,6,5,5,5,7,2,4,2,2,3,3,6,5,6,2,6,3,6,2,2,5,7,4,6,2,6,6,2,2,6,7,2,6,3,5,5,7,7,5,7,5,5,6,5,5,3,7,7,2,5,6,5,4,3,2,"4","3","5","4","6","6","6","5","5","6","7","6","6","4","5","4","3","4","2","4","5","6","5","5","0.99","0","10","4",2,"31"
"181",0,34,342,4,5,5,4,2,2,6,4,5,6,3,6,5,5,2,3,2,4,5,6,3,3,3,4,6,6,6,6,4,4,3,4,3,2,3,2,2,1,1,1,2,5,2,5,2,6,4,6,2,6,6,6,2,6,3,4,6,6,2,2,4,2,5,2,6,6,4,4,3,3,5,3,4,6,6,3,5,3,6,2,6,4,6,3,4,"4","4","3","3","6","6","5","6","6","6","6","2","2","2","3","4","4","3","4","4","5","4","2","3","0.99","0","10","5",2,"38"
"182",0,34,343,6,7,5,5,5,3,6,6,6,6,6,6,5,4,5,5,5,5,4,6,4,5,5,5,6,7,6,7,1,1,2,3,4,2,5,2,5,3,2,1,4,2,5,7,5,4,7,7,3,3,3,3,2,6,5,7,3,7,3,5,3,7,7,3,7,4,7,4,4,7,3,7,5,5,7,6,2,5,5,2,4,5,5,3,2,"5","4","4","4","7","7","7","7","7","7","7","3","2","2","7","4","4","5","5","5","5","6","6","5","0.99","0","9","4",2,"31"
"183",1,34,1034,5,7,5,3,2,2,2,5,7,7,2,7,2,5,2,5,6,6,2,6,3,3,3,3,6,2,4,6,6,2,2,2,6,6,2,2,4,2,1,2,5,6,2,6,2,6,2,6,6,6,6,6,2,6,6,2,6,6,6,3,6,2,6,6,6,6,6,2,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"35"
"184",0,35,351,6,7,2,5,3,1,1,6,7,1,7,2,1,3,7,5,7,3,1,5,3,3,3,4,5,5,6,3,2,2,2,3,6,5,5,6,3,3,5,4,6,2,6,4,7,6,6,5,2,6,5,2,2,7,6,6,6,6,7,7,5,6,7,7,2,6,7,6,5,7,5,7,7,6,3,6,2,7,4,6,5,6,6,7,7,"2","4","5","4","2","2","1","5","3","6","6","6","6","4","6","2","2","3","4","3","7","7","5","5","1","0","15","4",2,"29"
"185",0,35,352,3,2,6,5,2,2,5,2,6,6,1,6,5,5,3,6,5,3,5,5,3,4,4,4,5,4,6,7,2,2,5,7,6,6,7,7,1,3,1,2,1,5,6,5,5,7,2,4,6,3,6,7,7,7,7,4,7,7,3,6,7,1,6,4,7,6,7,5,6,7,6,2,6,5,7,7,7,7,5,6,5,7,7,6,7,"3","5","2","3","3","6","6","6","5","6","6","5","5","5","5","4","4","4","4","4","2","2","5","3","1","0","11","5",2,"36"
"186",0,35,353,6,7,4,1,5,5,6,5,6,2,6,5,2,2,4,7,6,6,5,6,5,5,3,3,3,1,1,3,4,5,4,7,6,4,4,7,3,4,5,3,2,7,5,6,6,6,4,6,5,6,7,7,4,2,6,6,7,7,3,7,7,2,6,1,6,5,6,4,7,6,4,6,6,5,6,7,6,5,6,1,6,6,7,6,6,"3","2","4","3","6","6","7","5","6","6","6","7","6","7","5","2","3","3","2","2","7","6","7","6","1","0","11","5",1,"23"
"187",1,35,1035,3,1,4,5,7,3,4,7,2,1,5,7,3,6,1,7,2,2,4,7,4,4,4,4,7,7,5,7,3,1,1,4,1,4,5,1,1,1,1,4,1,6,1,6,2,4,5,6,2,5,4,5,2,6,4,7,6,4,2,5,6,6,6,2,7,6,6,6,6,5,6,6,5,5,5,6,6,2,2,2,6,2,7,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"30"
"188",0,36,361,5,7,6,5,6,5,6,6,7,2,5,6,2,1,5,4,6,4,7,7,4,4,5,4,7,6,5,5,4,6,3,4,5,4,4,4,4,1,2,2,4,5,5,4,2,6,5,5,4,6,5,6,3,6,4,5,5,6,4,3,5,4,6,5,5,6,5,5,5,4,5,5,6,5,5,6,5,4,4,4,5,6,6,5,5,"4","5","5","4","6","6","6","6","6","6","6","7","6","5","4","3","3","4","5","5","5","5","4","6","0.85","4","7","5",2,"28"
"189",0,36,362,5,1,3,3,7,2,6,7,3,6,6,2,2,2,2,1,1,2,7,7,3,3,3,3,6,2,6,6,6,2,2,2,2,2,2,2,4,1,1,1,1,3,2,6,2,6,6,7,5,6,6,6,2,7,6,6,6,2,5,6,6,6,3,6,6,6,5,2,6,2,6,6,6,6,6,6,2,2,2,6,6,6,6,6,3,"4","5","5","5","6","2","6","6","6","6","6","7","2","6","6","4","4","5","5","5","7","7","7","6","0.85","4","9","6",2,"29"
"190",0,36,363,1,4,4,5,1,1,3,2,3,6,5,6,2,4,6,4,1,3,5,7,3,3,2,3,5,5,5,3,4,5,5,5,2,2,2,2,5,1,1,1,1,2,2,5,1,6,6,6,6,6,6,5,2,6,4,5,4,6,4,1,6,5,7,6,6,5,5,5,5,7,6,6,6,5,6,2,2,2,4,4,4,6,6,5,2,"3","3","3","3","5","6","3","5","5","6","6","5","5","3","4","3","4","4","4","4","6","6","6","6","0.85","4","11","6",2,"28"
"191",1,36,1036,2,5,4,6,6,4,5,6,7,7,5,5,2,6,2,5,5,2,5,2,3,3,4,3,6,4,4,6,3,5,5,4,6,4,5,5,3,2,2,6,4,7,5,6,2,6,1,6,4,5,5,7,3,2,5,5,6,5,5,5,4,4,5,5,5,6,5,5,5,5,6,5,5,6,7,6,6,2,6,3,5,5,6,5,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"35"
"192",0,37,371,3,7,4,3,4,4,5,4,5,5,4,6,6,5,4,1,1,7,5,5,2,4,5,4,3,5,5,4,5,6,6,4,6,6,6,6,5,5,5,3,5,6,6,5,5,4,5,5,4,5,6,4,6,5,5,6,4,4,6,6,4,5,2,5,4,3,5,3,5,5,7,1,2,3,6,4,6,1,4,5,4,6,5,5,3,"4","5","4","3","4","5","5","6","5","4","5","5","5","5","6","4","3","3","4","4","5","6","4","5","0.95","1","8","18",2,"27"
"193",0,37,372,2,6,3,5,5,6,7,6,5,2,6,6,6,6,2,5,3,2,5,7,3,3,3,2,5,4,5,4,4,6,6,5,3,2,3,5,2,3,3,3,6,3,5,6,5,4,2,2,5,7,5,2,4,7,7,7,3,3,2,1,1,5,6,7,6,1,5,5,2,3,4,6,3,3,4,4,3,5,6,3,4,4,4,3,3,"3","4","5","3","7","6","6","6","6","6","6","5","3","5","5","4","4","5","5","4","1","4","5","3","0.95","1","9","20",2,"23"
"194",0,37,373,5,6,6,5,6,5,5,6,5,5,5,5,6,2,5,2,6,6,3,6,4,4,3,4,5,6,6,5,1,2,2,4,5,6,6,3,3,3,4,2,1,7,3,7,1,6,2,7,5,5,7,7,1,7,5,1,7,7,1,1,6,1,7,1,7,4,2,1,5,5,6,1,7,7,4,7,7,1,7,1,6,5,5,1,5,"3","4","4","4","5","5","6","6","6","5","5","5","6","5","6","3","3","3","4","4","5","5","6","6","0.95","1","5","16",2,"28"
"195",0,37,374,7,6,6,7,2,2,2,3,6,2,1,6,4,2,2,2,5,3,2,6,3,3,2,2,5,5,3,3,3,3,2,4,6,2,3,2,2,2,2,3,3,2,2,6,6,6,6,6,7,2,6,4,1,5,7,6,4,6,7,6,6,7,7,7,2,5,2,6,6,5,6,7,7,5,4,5,3,6,2,6,6,3,5,7,3,"4","3","5","3","6","7","6","7","7","7","6","5","5","3","4","3","3","3","4","4","3","2","6","2","0.95","1","8","17",1,"28"
"196",0,37,375,1,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,3,2,4,4,4,3,4,5,4,4,4,4,2,1,3,3,4,3,2,2,4,3,3,3,2,2,1,4,4,4,3,2,1,3,3,3,4,3,4,3,3,4,4,4,4,3,4,4,4,3,3,5,3,4,5,5,3,2,2,3,4,3,3,5,"1","2","2","2","7","6","6","5","4","2","2","4","4","3","2","3","4","3","2","2","4","3","2","1","0.95","1","9","18",1,"28"
"197",1,37,1037,6,7,6,5,6,3,5,6,3,5,6,7,5,3,6,6,7,7,1,5,4,3,3,4,5,6,6,5,3,3,3,5,6,6,7,3,3,4,2,3,1,5,2,6,2,6,5,6,2,6,6,6,1,7,5,7,6,6,2,3,5,2,7,2,6,6,2,2,6,2,6,2,6,6,6,2,6,2,6,2,6,5,6,2,3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2,"34"
"198",0,38,381,6,1,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,2,3,2,1,2,3,4,3,4,3,3,3,3,3,4,4,5,4,4,4,3,4,5,4,4,4,3,3,4,4,4,4,4,5,5,4,2,3,3,3,2,"3","3","3","3","6","6","6","6","6","6","7","6","7","6","6","4","3","4","4","3","4","4","4","4","0.9","6","11","7",1,"26"
"199",0,38,382,5,6,6,3,3,3,6,6,6,6,3,6,3,4,5,5,3,3,4,7,3,3,3,3,3,2,5,5,5,2,6,4,5,5,5,5,3,1,1,1,1,2,2,5,2,5,3,6,6,6,6,6,2,6,3,6,6,6,5,6,6,6,5,2,6,6,6,6,6,6,6,6,5,6,5,5,5,2,5,5,4,6,6,5,6,"4","4","4","4","6","6","5","5","6","5","6","4","4","4","4","2","3","3","3","3","6","5","5","3","0.9","6","8","5",1,"32"
"200",0,38,383,6,6,6,6,6,6,2,6,6,6,6,2,6,2,6,2,6,6,6,6,3,3,3,3,5,6,6,5,2,1,1,4,4,5,5,4,1,2,2,3,2,2,3,5,2,5,2,6,2,6,5,6,3,7,5,7,5,7,1,1,5,4,7,4,6,6,5,2,6,5,6,2,5,5,5,2,6,5,7,3,6,5,6,2,5,"4","4","3","4","6","5","6","5","5","6","6","5","5","5","5","3","4","3","4","3","5","5","5","6","0.9","6","5","7",1,"29"
"201",0,38,384,2,7,3,2,5,5,7,6,5,3,5,6,2,4,7,6,5,6,4,6,4,4,4,4,6,6,6,6,6,2,2,2,2,2,3,2,2,1,1,5,1,6,4,5,2,6,4,7,3,6,6,6,2,6,2,5,6,6,2,2,6,6,6,2,6,6,6,2,6,2,6,2,5,6,6,6,6,2,6,2,7,6,6,2,6,"4","3","5","4","5","5","6","5","6","6","5","3","3","4","5","3","3","4","5","4","6","3","2","3","0.9","6","9","8",2,"23"
"202",0,38,385,6,6,1,5,1,3,7,2,7,1,1,5,1,5,6,5,5,3,2,3,3,3,3,3,6,3,6,6,5,2,2,2,5,5,5,2,1,1,1,1,1,2,2,6,1,5,5,6,3,5,4,6,2,6,5,6,6,6,4,2,4,6,6,6,4,5,5,6,5,4,5,4,3,4,5,5,5,4,4,4,6,6,6,6,5,"4","4","4","4","6","6","6","6","6","6","6","6","6","5","6","4","4","4","4","4","5","5","6","6","0.9","6","9","6",2,"25"
"203",0,38,386,4,7,4,5,6,3,5,7,4,6,7,6,2,4,6,2,4,3,4,4,3,4,4,5,6,7,6,7,1,2,2,4,6,7,6,1,5,3,1,1,1,2,4,6,4,7,6,6,2,5,6,7,2,6,5,5,7,6,2,2,6,5,7,2,5,6,6,4,6,4,6,3,6,6,6,6,6,3,6,2,6,6,6,2,4,"4","4","5","3","6","6","6","6","7","6","6","3","4","3","6","4","5","4","4","5","5","4","2","2","0.9","6","7","6",2,"30"
"204",1,38,1038,6,6,5,5,6,2,5,6,2,6,6,3,6,2,6,5,6,6,3,6,3,3,3,3,6,5,5,6,1,2,2,3,4,3,5,4,2,2,3,3,2,1,1,6,2,5,6,6,2,6,5,5,1,6,2,6,6,5,1,2,6,2,5,2,5,4,4,4,6,6,6,5,6,5,5,6,6,2,6,2,6,6,6,2,4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"40"
"205",0,39,391,6,6,6,2,6,6,2,6,2,6,6,2,6,2,6,2,6,6,6,6,3,4,3,3,6,5,6,5,1,2,1,5,5,5,5,2,3,1,3,1,2,2,2,5,1,5,1,5,1,6,5,5,2,7,2,6,5,5,1,1,6,1,6,2,6,4,4,4,5,5,6,5,7,7,6,5,6,5,6,2,6,6,6,2,7,"3","4","3","3","5","5","5","5","6","5","6","5","6","6","5","3","4","3","3","4","6","6","6","5","0.8","5","10","9",1,"31"
"206",0,39,392,6,6,6,2,6,6,2,6,2,6,6,6,6,2,6,2,6,6,2,6,3,3,3,3,5,6,6,5,2,2,2,6,6,6,6,5,1,1,1,1,1,2,2,6,2,6,2,6,2,5,6,6,2,5,2,5,5,6,2,6,6,2,6,2,6,6,2,2,6,2,6,2,6,6,2,6,2,2,6,2,6,6,6,2,6,"3","4","4","3","6","6","6","6","6","6","6","6","6","6","6","3","4","4","3","3","5","6","6","5","0.8","5","14","11",1,"32"
"207",0,39,393,6,7,3,6,5,6,3,5,6,5,3,5,1,3,2,2,4,6,4,6,3,3,4,4,5,6,5,6,3,3,2,2,3,4,2,2,5,5,5,5,5,2,2,5,4,6,5,5,3,3,6,6,3,5,3,6,6,5,3,3,2,5,6,2,4,6,4,5,6,5,5,5,5,5,6,5,3,4,5,1,4,6,6,2,6,"2","1","3","4","6","6","5","6","7","6","6","3","3","3","4","3","4","3","4","4","6","4","5","5","0.8","5","10","10",2,"27"
"208",0,39,394,6,6,2,4,4,2,2,5,4,4,6,6,4,4,2,4,4,4,2,6,3,3,3,3,3,4,4,3,4,2,5,4,2,2,4,1,3,1,1,1,1,1,1,6,3,5,7,7,2,4,5,4,1,7,5,7,4,7,2,4,5,7,4,4,5,5,5,6,4,6,6,6,6,6,5,4,3,4,4,4,6,7,7,3,5,"1","1","4","2","7","7","6","7","7","7","7","4","6","3","7","5","2","3","4","4","5","4","6","6","0.8","5","8","12",2,"28"
"209",1,39,1039,2,7,6,3,6,6,2,6,2,6,7,2,6,6,5,2,2,6,5,6,3,3,3,2,5,6,5,5,1,1,1,5,3,3,6,2,1,1,1,1,1,1,1,7,1,6,5,7,1,6,6,6,1,6,2,6,6,5,1,2,5,6,6,2,6,6,2,2,6,2,6,2,6,6,5,1,6,2,6,2,6,3,7,1,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1,"35"
